link,start,end,video,utterance,arousal,valence,EmotionMaxVote
https://www.youtube.com/watch?v=Zrx1BfbOysg,62.9628866,65.46141384,8c56c5ac5,utterance_20.mp4,0.249470333,-0.71241745,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,65.87783505,69.54234168,8c56c5ac5,utterance_21.mp4,0.19527001,-0.658494302,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,69.95876289,70.7916053,8c56c5ac5,utterance_22.mp4,0.289740102,-0.443513133,1
https://www.youtube.com/watch?v=Zrx1BfbOysg,71.12474227,79.95287187,8c56c5ac5,utterance_23.mp4,0.591954355,-0.505298747,0
https://www.youtube.com/watch?v=Zrx1BfbOysg,85.69948454,87.61502209,8c56c5ac5,utterance_27.mp4,0.130645092,-0.512250962,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,87.44845361,98.02555228,8c56c5ac5,utterance_28.mp4,0.194935251,-0.499032193,5
https://www.youtube.com/watch?v=Y50P3WlXVDk,0,3.127071823,76eecf968,utterance_1.mp4,0.123479562,0.665830072,3
https://www.youtube.com/watch?v=Y50P3WlXVDk,3.794180479,12.25812155,76eecf968,utterance_2.mp4,0.176658986,0.650764953,4
https://www.youtube.com/watch?v=Y50P3WlXVDk,12.54998158,19.17937385,76eecf968,utterance_3.mp4,0.066157242,0.682171497,4
https://www.youtube.com/watch?v=Y50P3WlXVDk,19.26276243,21.22239411,76eecf968,utterance_4.mp4,0.089934732,0.461225866,4
https://www.youtube.com/watch?v=Y50P3WlXVDk,21.59764273,26.43418048,76eecf968,utterance_5.mp4,0.047091686,0.617808545,4
https://www.youtube.com/watch?v=Y50P3WlXVDk,26.85112339,32.68832413,76eecf968,utterance_6.mp4,0.266106586,0.776974133,3
https://www.youtube.com/watch?v=Y50P3WlXVDk,32.68832413,35.48184162,76eecf968,utterance_7.mp4,0.068296689,0.517389321,4
https://www.youtube.com/watch?v=Y50P3WlXVDk,35.89878453,44.98813996,76eecf968,utterance_8.mp4,0.27773907,0.492275101,4
https://www.youtube.com/watch?v=Y50P3WlXVDk,45.53016575,50.40839779,76eecf968,utterance_9.mp4,0.311724848,0.576011228,3
https://www.youtube.com/watch?v=Y50P3WlXVDk,50.49178637,62.45804788,76eecf968,utterance_10.mp4,0.380441645,0.47687897,3
https://www.youtube.com/watch?v=Y50P3WlXVDk,62.74990792,64.33429098,76eecf968,utterance_11.mp4,0.195168494,0.288281365,4
https://www.youtube.com/watch?v=dqMwSvDD1eo,0,18.29889225,243cff084,utterance_1.mp4,0.574491925,0.740098554,3
https://www.youtube.com/watch?v=dqMwSvDD1eo,18.66553672,31.59808717,243cff084,utterance_2.mp4,0.349124235,0.35991529,3
https://www.youtube.com/watch?v=dqMwSvDD1eo,31.73141243,47.03048628,243cff084,utterance_3.mp4,0.86652279,-0.37489999,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,47.59711864,48.46373285,243cff084,utterance_4.mp4,0.13290096,-0.054841794,4
https://www.youtube.com/watch?v=dqMwSvDD1eo,49.46367232,52.76347256,243cff084,utterance_5.mp4,0.236562605,-0.385399057,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,53.19677966,56.59657385,243cff084,utterance_6.mp4,0.553566078,0.004132373,1
https://www.youtube.com/watch?v=dqMwSvDD1eo,56.92988701,59.46306699,243cff084,utterance_7.mp4,0.390151022,0.159099697,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,60.19635593,63.59615012,243cff084,utterance_8.mp4,0.363563655,-0.234135168,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,64.39610169,75.5287611,243cff084,utterance_9.mp4,0.477684305,0.068649047,4
https://www.youtube.com/watch?v=dqMwSvDD1eo,75.82874294,78.19526634,243cff084,utterance_10.mp4,0.132599791,-0.043141769,4
https://www.youtube.com/watch?v=dqMwSvDD1eo,78.39525424,85.92813156,243cff084,utterance_11.mp4,0.336951375,-0.011396229,1
https://www.youtube.com/watch?v=dqMwSvDD1eo,86.09478814,86.89473971,243cff084,utterance_12.mp4,0.162501562,-0.14073103,1
https://www.youtube.com/watch?v=dqMwSvDD1eo,87.26138418,92.96103914,243cff084,utterance_13.mp4,0.448932913,-0.073136559,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,93.09436441,95.89419492,243cff084,utterance_14.mp4,0.481020213,0.166785489,3
https://www.youtube.com/watch?v=dqMwSvDD1eo,96.36083333,99.86062147,243cff084,utterance_15.mp4,0.15461453,0.011607016,4
https://www.youtube.com/watch?v=dqMwSvDD1eo,100.0939407,112.5265214,243cff084,utterance_16.mp4,0.363359737,-0.023088987,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,112.9264972,119.0261279,243cff084,utterance_17.mp4,0.348965203,-0.065487613,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,119.2261158,122.3925908,243cff084,utterance_18.mp4,0.155932897,-0.423530512,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,122.4925847,124.0591566,243cff084,utterance_19.mp4,0.172269722,-0.459961647,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,124.5924576,127.7256013,243cff084,utterance_20.mp4,0.250652269,-0.201881866,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,128.325565,132.6919673,243cff084,utterance_21.mp4,0.220341171,0.025695698,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,133.6919068,134.4918584,243cff084,utterance_22.mp4,0.461601912,-0.119687822,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,134.8585028,136.1584241,243cff084,utterance_23.mp4,0.478633493,-0.223312547,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,136.2584181,141.0581275,243cff084,utterance_24.mp4,0.374703131,-0.15116313,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,141.8580791,145.4578612,243cff084,utterance_25.mp4,0.338407034,-0.120397918,5
https://www.youtube.com/watch?v=dqMwSvDD1eo,145.8245056,148.3243543,243cff084,utterance_26.mp4,0.132045934,-0.106664478,5
https://www.youtube.com/watch?v=dqMwSvDD1eo,149.0909746,150.7908717,243cff084,utterance_27.mp4,0.205620978,0.043893647,5
https://www.youtube.com/watch?v=dqMwSvDD1eo,150.9575282,151.6574859,243cff084,utterance_28.mp4,0.1494134,-0.142687591,5
https://www.youtube.com/watch?v=dqMwSvDD1eo,151.8908051,153.3240517,243cff084,utterance_29.mp4,0.16563113,-0.085668133,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,0,3.335249042,7459327df,utterance_1.mp4,0.365209606,-0.058731089,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,3.96894636,4.535938697,7459327df,utterance_2.mp4,0.581527307,0.155386821,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,4.669348659,9.038524904,7459327df,utterance_3.mp4,0.656690783,0.264662284,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,9.338697318,11.64001916,7459327df,utterance_4.mp4,0.597434104,-0.243615956,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,12.37377395,14.87521073,7459327df,utterance_5.mp4,0.584743292,-0.490764704,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,16.10925287,17.37664751,7459327df,utterance_6.mp4,0.09429735,-0.103704552,1
https://www.youtube.com/watch?v=dXLy35Tm9q0,17.7435249,18.4439272,7459327df,utterance_7.mp4,0.252232769,0,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,18.91086207,22.67969349,7459327df,utterance_8.mp4,0.377452731,0.055835804,3
https://www.youtube.com/watch?v=dXLy35Tm9q0,23.3467433,24.04714559,7459327df,utterance_9.mp4,0.228462302,-0.066377779,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,24.51408046,25.61471264,7459327df,utterance_10.mp4,0.340428608,-0.454533346,1
https://www.youtube.com/watch?v=dXLy35Tm9q0,26.14835249,28.34961686,7459327df,utterance_11.mp4,0.418376712,-0.385959676,1
https://www.youtube.com/watch?v=dXLy35Tm9q0,28.48302682,30.68429119,7459327df,utterance_12.mp4,0.33929958,-0.430351893,1
https://www.youtube.com/watch?v=dXLy35Tm9q0,30.81770115,34.21965517,7459327df,utterance_13.mp4,0.728490295,-0.540296775,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,34.55318008,38.88900383,7459327df,utterance_14.mp4,0.418309853,0.039795281,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,43.1914751,45.02586207,7459327df,utterance_16.mp4,0.315316565,-0.369328435,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,45.05921456,47.26047893,7459327df,utterance_17.mp4,0.417757041,-0.03318037,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,47.86082375,48.79469349,7459327df,utterance_18.mp4,0.326910682,-0.201516633,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,49.02816092,51.02931034,7459327df,utterance_19.mp4,0.31399182,-0.530004094,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,51.82977011,54.23114943,7459327df,utterance_20.mp4,0.332945859,0.343402162,2
https://www.youtube.com/watch?v=dXLy35Tm9q0,57.66645594,60.73488506,7459327df,utterance_21.mp4,0.301174624,0.522767028,3
https://www.youtube.com/watch?v=epWOjxom-is,0,1.567515042,a3f32e3a3,utterance_1.mp4,0.113025286,0.449800852,4
https://www.youtube.com/watch?v=epWOjxom-is,2.801516245,3.935463297,a3f32e3a3,utterance_2.mp4,0.533747164,0.582749835,3
https://www.youtube.com/watch?v=epWOjxom-is,4.90265343,8.471251504,a3f32e3a3,utterance_3.mp4,0.501205162,0.12494773,1
https://www.youtube.com/watch?v=epWOjxom-is,9.104927798,9.738604091,a3f32e3a3,utterance_4.mp4,0.335085905,0.019767025,1
https://www.youtube.com/watch?v=epWOjxom-is,11.43952467,17.34271961,a3f32e3a3,utterance_5.mp4,0.372474617,0.0409561,4
https://www.youtube.com/watch?v=epWOjxom-is,17.97639591,20.17758724,a3f32e3a3,utterance_6.mp4,0.310436063,-0.010187765,4
https://www.youtube.com/watch?v=epWOjxom-is,20.31099278,22.61223827,a3f32e3a3,utterance_7.mp4,0.339783411,0.148704103,4
https://www.youtube.com/watch?v=epWOjxom-is,23.5794284,29.14910951,a3f32e3a3,utterance_8.mp4,0.333851285,0.122430262,1
https://www.youtube.com/watch?v=epWOjxom-is,29.88283995,40.08836342,a3f32e3a3,utterance_9.mp4,0.589849683,0.319562597,3
https://www.youtube.com/watch?v=CdNDoxHEkEY,3.969837463,6.772075673,b32a6ac3b,utterance_1.mp4,0.535749773,0.258145873,3
https://www.youtube.com/watch?v=CdNDoxHEkEY,10.04135358,30.05734079,b32a6ac3b,utterance_3.mp4,0.688468985,0.120797643,4
https://www.youtube.com/watch?v=CdNDoxHEkEY,30.3575806,33.72693845,b32a6ac3b,utterance_4.mp4,0.710031304,0.03597148,4
https://www.youtube.com/watch?v=CdNDoxHEkEY,33.86037836,37.83021583,b32a6ac3b,utterance_5.mp4,0.761686584,0.017421147,4
https://www.youtube.com/watch?v=CdNDoxHEkEY,38.29725553,45.73653078,b32a6ac3b,utterance_6.mp4,0.75428404,0.047897875,4
https://www.youtube.com/watch?v=CdNDoxHEkEY,46.0034106,47.30444977,b32a6ac3b,utterance_7.mp4,0.799124281,0.084120891,1
https://www.youtube.com/watch?v=CdNDoxHEkEY,47.63804956,78.29586997,b32a6ac3b,utterance_8.mp4,0.80350462,0.12944819,3
https://www.youtube.com/watch?v=CdNDoxHEkEY,78.46266986,85.43490541,b32a6ac3b,utterance_9.mp4,0.77825815,0.137017003,3
https://www.youtube.com/watch?v=80W6TH6U_XE,10.50730435,11.2077913,c9f0e3623,utterance_2.mp4,0.286762764,-0.67388896,1
https://www.youtube.com/watch?v=80W6TH6U_XE,19.84713043,21.71509565,c9f0e3623,utterance_3.mp4,0.474581024,-0.681221915,0
https://www.youtube.com/watch?v=80W6TH6U_XE,23.58306087,25.38431304,c9f0e3623,utterance_4.mp4,0.349103677,-0.629839952,0
https://www.youtube.com/watch?v=80W6TH6U_XE,25.68452174,27.48577391,c9f0e3623,utterance_5.mp4,0.461702205,-0.562134288,1
https://www.youtube.com/watch?v=80W6TH6U_XE,29.18695652,29.88744348,c9f0e3623,utterance_6.mp4,0.230323305,-0.617357719,1
https://www.youtube.com/watch?v=80W6TH6U_XE,37.35930435,38.86034783,c9f0e3623,utterance_7.mp4,0.426936095,-0.025092166,4
https://www.youtube.com/watch?v=80W6TH6U_XE,46.46563478,47.23283478,c9f0e3623,utterance_8.mp4,0.618998133,-0.231841257,4
https://www.youtube.com/watch?v=80W6TH6U_XE,47.39961739,48.40031304,c9f0e3623,utterance_9.mp4,0.428346783,-0.03118649,3
https://www.youtube.com/watch?v=WkATt_NIW6E,0,16.8499722,cbb64e001,utterance_1.mp4,0.348198473,0.041450956,4
https://www.youtube.com/watch?v=WkATt_NIW6E,17.05016989,18.18462346,cbb64e001,utterance_2.mp4,0.245751687,0.020186659,4
https://www.youtube.com/watch?v=WkATt_NIW6E,18.68511769,20.42016433,cbb64e001,utterance_3.mp4,0.34020221,0.016835541,4
https://www.youtube.com/watch?v=WkATt_NIW6E,20.55362946,23.35639711,cbb64e001,utterance_4.mp4,0.207506891,0.134796536,4
https://www.youtube.com/watch?v=WkATt_NIW6E,23.58996108,29.66262433,cbb64e001,utterance_5.mp4,0.212595681,0.259584166,4
https://www.youtube.com/watch?v=WkATt_NIW6E,33.86677581,35.40162476,cbb64e001,utterance_7.mp4,0.204828656,0.304592699,4
https://www.youtube.com/watch?v=WkATt_NIW6E,35.73528758,44.31042194,cbb64e001,utterance_8.mp4,0.389820813,0.323128236,4
https://www.youtube.com/watch?v=WkATt_NIW6E,44.61071848,46.51259653,cbb64e001,utterance_9.mp4,0.201798496,0.242760642,4
https://www.youtube.com/watch?v=WkATt_NIW6E,48.11417804,55.75505653,cbb64e001,utterance_10.mp4,0.40426083,0.259788712,4
https://www.youtube.com/watch?v=WkATt_NIW6E,56.05535306,63.69623154,cbb64e001,utterance_11.mp4,0.309463632,0.335933875,4
https://www.youtube.com/watch?v=WkATt_NIW6E,64.46365602,65.86503985,cbb64e001,utterance_12.mp4,0.17491091,0.270170071,4
https://www.youtube.com/watch?v=WkATt_NIW6E,67.49998764,70.86998208,cbb64e001,utterance_13.mp4,0.331487488,0.360803671,4
https://www.youtube.com/watch?v=WkATt_NIW6E,71.47057515,79.31165133,cbb64e001,utterance_14.mp4,0.20301178,0.202802865,4
https://www.youtube.com/watch?v=WkATt_NIW6E,86.4186693,89.25480324,cbb64e001,utterance_16.mp4,0.209710566,0.309553192,4
https://www.youtube.com/watch?v=WkATt_NIW6E,89.6885649,96.86231544,cbb64e001,utterance_17.mp4,0.177709459,0.446340929,4
https://www.youtube.com/watch?v=WkATt_NIW6E,98.09686786,103.2686415,cbb64e001,utterance_18.mp4,0.191369324,0.277893977,4
https://www.youtube.com/watch?v=WkATt_NIW6E,103.4688392,106.0714092,cbb64e001,utterance_19.mp4,0.134338452,0.151007374,4
https://www.youtube.com/watch?v=WkATt_NIW6E,106.7387348,109.3413048,cbb64e001,utterance_20.mp4,0.158163933,0.353285486,4
https://www.youtube.com/watch?v=WkATt_NIW6E,109.7750664,114.6465435,cbb64e001,utterance_21.mp4,0.056112578,0.088976322,4
https://www.youtube.com/watch?v=WkATt_NIW6E,115.1470377,119.3178229,cbb64e001,utterance_22.mp4,0.110067296,0.269390409,4
https://www.youtube.com/watch?v=WkATt_NIW6E,120.5190091,127.0921666,cbb64e001,utterance_23.mp4,0.122507103,0.211981142,4
https://www.youtube.com/watch?v=WkATt_NIW6E,187.5518688,199.5637302,cbb64e001,utterance_31.mp4,0.363789838,0.344279254,4
https://www.youtube.com/watch?v=WkATt_NIW6E,200.8650151,207.7384691,cbb64e001,utterance_32.mp4,0.130363005,0.145966399,4
https://www.youtube.com/watch?v=WkATt_NIW6E,207.8719343,214.4450917,cbb64e001,utterance_33.mp4,0.147433518,0.177987388,4
https://www.youtube.com/watch?v=WkATt_NIW6E,214.8788534,217.1477605,cbb64e001,utterance_34.mp4,0.102254666,0.15626247,4
https://www.youtube.com/watch?v=WkATt_NIW6E,217.4480571,220.517755,cbb64e001,utterance_35.mp4,0.079447374,0.132725063,4
https://www.youtube.com/watch?v=WkATt_NIW6E,220.7179527,224.7219065,cbb64e001,utterance_36.mp4,0.146773225,0.221931877,4
https://www.youtube.com/watch?v=WkATt_NIW6E,224.9221042,229.6267499,cbb64e001,utterance_37.mp4,0.165285451,0.161202301,4
https://www.youtube.com/watch?v=WkATt_NIW6E,230.0605115,231.895657,cbb64e001,utterance_38.mp4,0.073171263,0.11623266,4
https://www.youtube.com/watch?v=WkATt_NIW6E,232.1625873,242.4727683,cbb64e001,utterance_39.mp4,0.134640955,0.180785791,4
https://www.youtube.com/watch?v=WkATt_NIW6E,244.0743498,253.2167109,cbb64e001,utterance_40.mp4,0.143308544,0.29252945,4
https://www.youtube.com/watch?v=WkATt_NIW6E,253.4169086,255.7859146,cbb64e001,utterance_41.mp4,0.093402094,0.08787622,4
https://www.youtube.com/watch?v=WkATt_NIW6E,256.9203682,272.1687589,cbb64e001,utterance_42.mp4,0.130041115,0.230144221,4
https://www.youtube.com/watch?v=WkATt_NIW6E,272.3355903,278.7085501,cbb64e001,utterance_43.mp4,0.27725521,0.144680523,4
https://www.youtube.com/watch?v=WkATt_NIW6E,279.1089455,281.9784457,cbb64e001,utterance_44.mp4,0.11005944,0.246282591,4
https://www.youtube.com/watch?v=WkATt_NIW6E,283.079533,284.4809168,cbb64e001,utterance_45.mp4,0.063981815,0.171987318,4
https://www.youtube.com/watch?v=WkATt_NIW6E,295.6919874,298.0276271,cbb64e001,utterance_48.mp4,0.135850733,0.152872963,4
https://www.youtube.com/watch?v=WkATt_NIW6E,298.2611911,310.1395873,cbb64e001,utterance_49.mp4,0.239800079,0.316209036,4
https://www.youtube.com/watch?v=WkATt_NIW6E,328.6245073,331.3605424,cbb64e001,utterance_53.mp4,0.353295817,0.290491383,4
https://www.youtube.com/watch?v=WkATt_NIW6E,332.1279669,333.9297461,cbb64e001,utterance_54.mp4,0.408434303,0.306844778,4
https://www.youtube.com/watch?v=WkATt_NIW6E,337.0328103,345.6746772,cbb64e001,utterance_56.mp4,0.153423778,0.153986491,4
https://www.youtube.com/watch?v=WkATt_NIW6E,346.1418052,348.0436832,cbb64e001,utterance_57.mp4,0.135628931,0.145951251,4
https://www.youtube.com/watch?v=WkATt_NIW6E,348.4774449,349.0780379,cbb64e001,utterance_58.mp4,0.221240151,0.082172424,4
https://www.youtube.com/watch?v=WkATt_NIW6E,349.8788287,351.1467474,cbb64e001,utterance_59.mp4,0.24318885,0.094988612,4
https://www.youtube.com/watch?v=WkATt_NIW6E,352.2144684,352.8484278,cbb64e001,utterance_60.mp4,0.161709655,0.075377777,4
https://www.youtube.com/watch?v=WkATt_NIW6E,352.9151603,353.5157534,cbb64e001,utterance_61.mp4,0.161926707,-0.096296315,4
https://www.youtube.com/watch?v=WkATt_NIW6E,355.0172361,357.4196083,cbb64e001,utterance_62.mp4,0.162074579,0.052411837,4
https://www.youtube.com/watch?v=WkATt_NIW6E,358.9878236,362.2577192,cbb64e001,utterance_63.mp4,0.078883303,-0.09373145,4
https://www.youtube.com/watch?v=WkATt_NIW6E,364.3597949,366.862266,cbb64e001,utterance_64.mp4,0.030862285,0.065822647,4
https://www.youtube.com/watch?v=WkATt_NIW6E,367.1625626,369.1645394,cbb64e001,utterance_65.mp4,0.258576823,0.011669415,4
https://www.youtube.com/watch?v=WkATt_NIW6E,369.7317662,372.5345339,cbb64e001,utterance_66.mp4,0.096569431,-0.050789323,4
https://www.youtube.com/watch?v=WkATt_NIW6E,372.7680979,375.6375981,cbb64e001,utterance_67.mp4,0.051175129,0.075326869,4
https://www.youtube.com/watch?v=WkATt_NIW6E,376.5051214,379.6081856,cbb64e001,utterance_68.mp4,0.097473074,0.095022755,4
https://www.youtube.com/watch?v=WkATt_NIW6E,379.775017,382.7779823,cbb64e001,utterance_69.mp4,0.10427065,0.155179769,4
https://www.youtube.com/watch?v=WkATt_NIW6E,383.0449126,388.8172793,cbb64e001,utterance_70.mp4,0.205994743,-0.023618707,3
https://www.youtube.com/watch?v=WkATt_NIW6E,391.4532155,398.8938963,cbb64e001,utterance_71.mp4,0.11708797,0.170391146,4
https://www.youtube.com/watch?v=WkATt_NIW6E,399.3943906,401.4964663,cbb64e001,utterance_72.mp4,0.07712126,0.044558491,4
https://www.youtube.com/watch?v=WkATt_NIW6E,401.7300303,404.9331933,cbb64e001,utterance_73.mp4,0.033054208,0,4
https://www.youtube.com/watch?v=WkATt_NIW6E,405.2334898,413.9420893,cbb64e001,utterance_74.mp4,0.050460675,0.083460109,4
https://www.youtube.com/watch?v=WkATt_NIW6E,414.1089207,421.2826713,cbb64e001,utterance_75.mp4,0.134928557,-0.023342073,3
https://www.youtube.com/watch?v=WkATt_NIW6E,421.5829678,425.5535553,cbb64e001,utterance_76.mp4,0.143723503,0.117243448,4
https://www.youtube.com/watch?v=WkATt_NIW6E,425.7871193,428.6899858,cbb64e001,utterance_77.mp4,0.16547286,0.137939244,4
https://www.youtube.com/watch?v=WkATt_NIW6E,428.8234509,433.5614629,cbb64e001,utterance_78.mp4,0.107467579,-0.002275324,4
https://www.youtube.com/watch?v=WkATt_NIW6E,433.7282943,436.3308643,cbb64e001,utterance_79.mp4,0.124053023,0.189943314,3
https://www.youtube.com/watch?v=WkATt_NIW6E,436.7646259,449.8442083,cbb64e001,utterance_80.mp4,0.40299456,-0.034740868,4
https://www.youtube.com/watch?v=WkATt_NIW6E,450.0777723,454.5822203,cbb64e001,utterance_81.mp4,0.410996527,-0.059623287,4
https://www.youtube.com/watch?v=WkATt_NIW6E,454.9826157,457.5518194,cbb64e001,utterance_82.mp4,0.259438419,-0.06703939,4
https://www.youtube.com/watch?v=WkATt_NIW6E,457.7853833,459.8874591,cbb64e001,utterance_83.mp4,0.183297527,-0.097680809,4
https://www.youtube.com/watch?v=WkATt_NIW6E,460.354587,461.7559708,cbb64e001,utterance_84.mp4,0.191453742,-0.068181567,4
https://www.youtube.com/watch?v=WkATt_NIW6E,462.6902267,467.1613085,cbb64e001,utterance_85.mp4,0.320643406,-0.035662064,4
https://www.youtube.com/watch?v=WkATt_NIW6E,467.3615061,473.9346636,cbb64e001,utterance_86.mp4,0.378993297,-0.021229646,3
https://www.youtube.com/watch?v=WkATt_NIW6E,474.6019893,476.470501,cbb64e001,utterance_87.mp4,0.255022351,-0.103736492,4
https://www.youtube.com/watch?v=WkATt_NIW6E,476.704065,479.3400012,cbb64e001,utterance_88.mp4,0.258329552,-0.127169355,4
